ID,Pred
2019_1124_1266,0.33096314808556376
2019_1124_1268,0.32615028530397966
2019_1124_1276,0.14719733915308666
2019_1124_1277,0.13807869249863067
2019_1124_1278,0.38580139190950785
2019_1124_1279,0.4678429371410655
2019_1124_1280,0.31806513745895415
2019_1124_1285,0.7576611082675848
2019_1124_1293,0.6519610818400293
2019_1124_1295,0.8902979533337351
2019_1124_1297,0.7001680348158756
2019_1124_1300,0.9657809315775744
2019_1124_1305,0.3303110302456557
2019_1124_1308,0.4952788867633911
2019_1124_1314,0.15158453009458148
2019_1124_1318,0.7059153707029038
2019_1124_1326,0.422779243919712
2019_1124_1328,0.40753893122473017
2019_1124_1330,0.652622824172972
2019_1124_1332,0.4410504730353609
2019_1124_1341,0.9111524976512216
2019_1124_1345,0.23444634006327914
2019_1124_1371,0.480518510298002
2019_1124_1385,0.5494194241522719
2019_1124_1387,0.6800395762426362
2019_1124_1388,0.5191731695998438
2019_1124_1393,0.4037948926204293
2019_1124_1396,0.5710169446236819
2019_1124_1397,0.14352039907576467
2019_1124_1403,0.21879927413316297
2019_1124_1414,0.5497389767989663
2019_1124_1416,0.5017820516654018
2019_1124_1429,0.45178372299224584
2019_1124_1433,0.4849666175202906
2019_1124_1436,0.6725694820041088
2019_1124_1437,0.3183989235665715
2019_1124_1438,0.11190285889852841
2019_1124_1439,0.27636356805671325
2019_1124_1449,0.3406085492891304
2019_1124_1458,0.25244017987704315
2019_1124_1459,0.43414840485689354
2019_1124_1463,0.775859684036813
2019_1125_1133,0.6935278606171119
2019_1125_1138,0.18122928542013664
2019_1125_1153,0.22465348288293732
2019_1125_1159,0.6402350718194478
2019_1125_1181,0.053338640442927264
2019_1125_1192,0.8513213634599115
2019_1125_1196,0.2527913887487672
2019_1125_1199,0.10550159556972334
2019_1125_1205,0.7509136593416831
2019_1125_1209,0.5534155379279414
2019_1125_1211,0.09397516498281404
2019_1125_1222,0.13942043194863887
2019_1125_1233,0.8657615835873756
2019_1125_1234,0.22577172895648637
2019_1125_1235,0.18324379668836968
2019_1125_1242,0.11975666030800229
2019_1125_1243,0.1584146787690661
2019_1125_1246,0.0960878909895189
2019_1125_1251,0.5019732679092962
2019_1125_1257,0.2028529510210424
2019_1125_1261,0.1459271126452599
2019_1125_1266,0.1962188068339981
2019_1125_1268,0.19280072713713556
2019_1125_1276,0.078491720022367
2019_1125_1277,0.07326363233533614
2019_1125_1278,0.2366272708902121
2019_1125_1279,0.30257398331352725
2019_1125_1280,0.18710339832094108
2019_1125_1285,0.6067412178671348
2019_1125_1293,0.4803616042599286
2019_1125_1295,0.8001966032791021
2019_1125_1297,0.5353990713688187
2019_1125_1300,0.9330110527518342
2019_1125_1305,0.19575450268423597
2019_1125_1308,0.32626001743751776
2019_1125_1314,0.08102571181980041
2019_1125_1318,0.5422398815454693
2019_1125_1326,0.26548751035613616
2019_1125_1328,0.2534278159726127
2019_1125_1330,0.481089931160386
2019_1125_1332,0.2802615850662036
2019_1125_1341,0.8350052364956825
2019_1125_1345,0.1312858465982298
2019_1125_1371,0.3134089399697953
2019_1125_1385,0.37567670980029944
2019_1125_1387,0.5119200179092426
2019_1125_1388,0.34761614715391737
2019_1125_1393,0.25050096315442394
2019_1125_1396,0.39645379136154035
2019_1125_1397,0.0763773158561743
2019_1125_1403,0.12143167162795401
2019_1125_1414,0.37597953161829933
2019_1125_1416,0.3320037401927061
2019_1125_1429,0.28910580566629496
2019_1125_1433,0.3172548555490554
2019_1125_1436,0.5033911916364454
2019_1125_1437,0.18733750500456894
2019_1125_1438,0.05854038784814603
2019_1125_1439,0.1585793782275052
2019_1125_1449,0.203129564924242
2019_1125_1458,0.14283937309247893
2019_1125_1459,0.27463938947334915
2019_1125_1463,0.630749807879605
2019_1133_1138,0.08875217363829209
2019_1133_1153,0.11307824019731798
2019_1133_1159,0.4391675182788267
2019_1133_1181,0.024192886404042498
2019_1133_1192,0.7158720167453593
2019_1133_1196,0.12957680790092335
2019_1133_1199,0.04933805042533999
2019_1133_1205,0.5701750044635809
2019_1133_1209,0.3528705001557686
2019_1133_1211,0.0436482721787634
2019_1133_1222,0.0665435361724462
2019_1133_1233,0.7394412029927567
2019_1133_1234,0.11372256364215222
2019_1133_1235,0.08985153411842595
2019_1133_1242,0.056483652576884716
2019_1133_1243,0.07649172836029039
2019_1133_1246,0.04468536437227472
2019_1133_1251,0.3072446057694635
2019_1133_1257,0.10069883762435099
2019_1133_1261,0.06992544406443046
2019_1133_1266,0.09699903626874135
2019_1133_1268,0.09510483344401573
2019_1133_1276,0.03612611286018325
2019_1133_1277,0.03361692394201932
2019_1133_1278,0.12002577546674305
2019_1133_1279,0.16030015022622401
2019_1133_1280,0.09196553770618628
2019_1133_1285,0.40436951199278
2019_1133_1293,0.2891491669137138
2019_1133_1295,0.6379777406647213
2019_1133_1297,0.3364639188722336
2019_1133_1300,0.8597196607623818
2019_1133_1305,0.09674125408920047
2019_1133_1308,0.17565381342350775
2019_1133_1314,0.03734782426826771
2019_1133_1318,0.3426374751860551
2019_1133_1326,0.13722108485026183
2019_1133_1328,0.12995698212767165
2019_1133_1330,0.28974923374629646
2019_1133_1332,0.14627879522843937
2019_1133_1341,0.6901024632518887
2019_1133_1345,0.0623529248873869
2019_1133_1371,0.1672622403117089
2019_1133_1385,0.20934712654114532
2019_1133_1387,0.3157793412657305
2019_1133_1388,0.18993075617084765
2019_1133_1393,0.12821121456676574
2019_1133_1396,0.2242290902536171
2019_1133_1397,0.03510946898641138
2019_1133_1403,0.05733131782559709
2019_1133_1414,0.20956087819655503
2019_1133_1416,0.17945235573678156
2019_1133_1429,0.15178658728803524
2019_1133_1433,0.1697581695379184
2019_1133_1436,0.3084531532961429
2019_1133_1437,0.09209409238168391
2019_1133_1438,0.02663221483994449
2019_1133_1439,0.07657900495985169
2019_1133_1449,0.1008537762654941
2019_1133_1458,0.06831722295626742
2019_1133_1459,0.14281105670161354
2019_1133_1463,0.42910808927326677
2019_1138_1153,0.5658720895796417
2019_1138_1159,0.8889602547746649
2019_1138_1181,0.2022161292703334
2019_1138_1192,0.9626293305604473
2019_1138_1196,0.6034832363025399
2019_1138_1199,0.346659073495873
2019_1138_1205,0.931328055684945
2019_1138_1209,0.8479046231767027
2019_1138_1211,0.31815657454208846
2019_1138_1222,0.4215698624243719
2019_1138_1233,0.9666820024466988
2019_1138_1234,0.5674457609601838
2019_1138_1235,0.5023141333910026
2019_1138_1242,0.3796682002368919
2019_1138_1243,0.45852266167882955
2019_1138_1246,0.3235096869298573
2019_1138_1251,0.8193089936723065
2019_1138_1257,0.5337540652769945
2019_1138_1261,0.4345945607760435
2019_1138_1266,0.5234036531946432
2019_1138_1268,0.5179588567339056
2019_1138_1276,0.27703061287555714
2019_1138_1277,0.26234321309825104
2019_1138_1278,0.5823722947131826
2019_1138_1279,0.6612140534560735
2019_1138_1280,0.5087084274455473
2019_1138_1285,0.874067797039868
2019_1138_1293,0.8061500901681165
2019_1138_1295,0.9474148518540044
2019_1138_1297,0.8382972982888005
2019_1138_1300,0.9842907120296545
2019_1138_1305,0.5226685808770577
2019_1138_1308,0.6853848082167571
2019_1138_1314,0.28399879533463374
2019_1138_1318,0.8419944093191443
2019_1138_1326,0.6191968251022651
2019_1138_1328,0.6042885378044688
2019_1138_1330,0.8066056293125901
2019_1138_1332,0.6365949021208815
2019_1138_1341,0.9579245271815481
2019_1138_1345,0.40471494478258124
2019_1138_1371,0.6725078616027312
2019_1138_1385,0.7302399637438918
2019_1138_1387,0.8251257802394176
2019_1138_1388,0.7056283259871947
2019_1138_1393,0.6005692362544194
2019_1138_1396,0.7471588985609473
2019_1138_1397,0.2711416274576215
2019_1138_1403,0.38339515126372437
2019_1138_1414,0.7304941826212286
2019_1138_1416,0.6909668757863524
2019_1138_1429,0.6465820791759446
2019_1138_1433,0.676419061759924
2019_1138_1436,0.8201471459275433
2019_1138_1437,0.5090929219583672
2019_1138_1438,0.21858442562762556
2019_1138_1439,0.45882926630639675
2019_1138_1449,0.5341795311440461
2019_1138_1458,0.42846299917559705
2019_1138_1459,0.6300822674788705
2019_1138_1463,0.8848532691193464
2019_1153_1159,0.859467489614282
2019_1153_1181,0.16222153165657893
2019_1153_1192,0.9516390015764099
2019_1153_1196,0.5376062876730289
2019_1153_1199,0.28842464549718627
2019_1153_1205,0.9119741135933983
2019_1153_1209,0.8098398924585191
2019_1153_1211,0.2627843746636416
2019_1153_1222,0.3576398986651911
2019_1153_1233,0.9568300730442693
2019_1153_1234,0.5005368160373234
2019_1153_1235,0.43535545398389996
2019_1153_1242,0.3185926510334353
2019_1153_1243,0.39279426921313026
2019_1153_1246,0.26757143267380407
2019_1153_1251,0.7759784838926373
2019_1153_1257,0.466533051576469
2019_1153_1261,0.3699527106076355
2019_1153_1266,0.4562106960366384
2019_1153_1268,0.4508037275769473
2019_1153_1276,0.2264389815368436
2019_1153_1277,0.21364119812542376
2019_1153_1278,0.5158020778607669
2019_1153_1279,0.5985480511633112
2019_1153_1280,0.441653784658049
2019_1153_1285,0.8413255514334685
2019_1153_1293,0.7605861177626027
2019_1153_1295,0.9322649424001611
2019_1153_1297,0.7983998338370836
2019_1153_1300,0.979535343338871
2019_1153_1305,0.45547980480566813
2019_1153_1308,0.6246517395011506
2019_1153_1314,0.2325439399625401
2019_1153_1318,0.8027945548799185
2019_1153_1326,0.5540011469816356
2019_1153_1328,0.5384430541993058
2019_1153_1330,0.7611170017205251
2019_1153_1332,0.5723205193643096
2019_1153_1341,0.9456287144886008
2019_1153_1345,0.3418304826939748
2019_1153_1371,0.6107009481994539
2019_1153_1385,0.6740477840097068
2019_1153_1387,0.7828204088628853
2019_1153_1388,0.6467891818000143
2019_1153_1393,0.5345815286000354
2019_1153_1396,0.6930094066917042
2019_1153_1397,0.22129625984047707
2019_1153_1403,0.322031300642134
2019_1153_1414,0.6743313412274752
2019_1153_1416,0.6307308021560439
2019_1153_1429,0.5829167901790097
2019_1153_1433,0.614927641018199
2019_1153_1436,0.7769629134042422
2019_1153_1437,0.4420331976837117
2019_1153_1438,0.17606694882254081
2019_1153_1439,0.39308882928187067
2019_1153_1449,0.46695859934631695
2019_1153_1458,0.36414578549150983
2019_1153_1459,0.5654423136413953
2019_1153_1463,0.8544482717214726
2019_1159_1181,0.030562972121109075
2019_1159_1192,0.7621234329254664
2019_1159_1196,0.15916879205757897
2019_1159_1199,0.061908910197308174
2019_1159_1205,0.6278128266682826
2019_1159_1209,0.409467943961566
2019_1159_1211,0.05485307883850606
2019_1159_1222,0.08311491967821959
2019_1159_1233,0.7830188385495985
2019_1159_1234,0.14027736095863452
2019_1159_1235,0.1115337867367878
2019_1159_1242,0.07073966804641293
2019_1159_1243,0.09528762258956014
2019_1159_1246,0.056140771180071956
2019_1159_1251,0.3606018769112608
2019_1159_1257,0.12464020976170181
2019_1159_1261,0.08726029700299794
2019_1159_1266,0.12017832278440858
2019_1159_1268,0.11789056839970305
2019_1159_1276,0.045491783733937585
2019_1159_1277,0.042360677901496606
2019_1159_1278,0.14780694331361074
2019_1159_1279,0.1953339770880111
2019_1159_1280,0.11409397554293826
2019_1159_1285,0.4633131998361408
2019_1159_1293,0.3409103753321818
2019_1159_1295,0.6914437594972419
2019_1159_1297,0.39202400584422387
2019_1159_1300,0.8862749472939491
2019_1159_1305,0.11986711698441137
2019_1159_1308,0.21319126144179631
2019_1159_1314,0.04701477401497572
2019_1159_1318,0.3986045944496829
2019_1159_1326,0.1682214322479153
2019_1159_1328,0.15961986665030076
2019_1159_1330,0.34156624609526065
2019_1159_1332,0.1789011137784519
2019_1159_1341,0.7390194508594434
2019_1159_1345,0.07796788449513775
2019_1159_1371,0.2034489829974876
2019_1159_1385,0.2518847755580415
2019_1159_1387,0.369827528035967
2019_1159_1388,0.22966917304639883
2019_1159_1393,0.15754778079509404
2019_1159_1396,0.26876273660120903
2019_1159_1397,0.04422366824611155
2019_1159_1403,0.07178499976136042
2019_1159_1414,0.25212810977599065
2019_1159_1416,0.21758729376267127
2019_1159_1429,0.18537051660193235
2019_1159_1433,0.20635109181389233
2019_1159_1436,0.36191065897509916
2019_1159_1437,0.11424957067467781
2019_1159_1438,0.03362245508241986
2019_1159_1439,0.09539412991808241
2019_1159_1449,0.12482687227368318
2019_1159_1458,0.08528995055639031
2019_1159_1459,0.17481838059891266
2019_1159_1463,0.4886991606643461
2019_1181_1192,0.9902145164789646
2019_1181_1196,0.8567112692991671
2019_1181_1199,0.675788052367414
2019_1181_1205,0.9815760883785859
2019_1181_1209,0.9563324221355706
2019_1181_1211,0.6470239044506318
2019_1181_1222,0.7411409380421484
2019_1181_1233,0.991302733530414
2019_1181_1234,0.8374909495898403
2019_1181_1235,0.7985885327677595
2019_1181_1242,0.7062587798070699
2019_1181_1243,0.7688711085725992
2019_1181_1246,0.6526142189549178
2019_1181_1251,0.9468444442298491
2019_1181_1257,0.8180901418005316
2019_1181_1261,0.7512163045482598
2019_1181_1266,0.8118265232098416
2019_1181_1268,0.8084710131946751
2019_1181_1276,0.6008481826312783
2019_1181_1277,0.5828330503024037
2019_1181_1278,0.8456338211711966
2019_1181_1279,0.884622175281195
2019_1181_1280,0.802671637074953
2019_1181_1285,0.9646222530783944
2019_1181_1293,0.942319490984576
2019_1181_1295,0.986068078247621
2019_1181_1297,0.9531960345373354
2019_1181_1300,0.995953742703912
2019_1181_1305,0.8113759830362379
2019_1181_1308,0.8953758795454162
2019_1181_1314,0.6090992336393785
2019_1181_1318,0.9544090132847083
2019_1181_1326,0.864640530704349
2019_1181_1328,0.8571240394755519
2019_1181_1330,0.9424778705313573
2019_1181_1332,0.873122591884003
2019_1181_1341,0.9889426757878257
2019_1181_1345,0.7275805862674956
2019_1181_1371,0.8897106637677602
2019_1181_1385,0.9140468704137098
2019_1181_1387,0.948812128103494
2019_1181_1388,0.904000315259951
2019_1181_1393,0.8552117549811007
2019_1181_1396,0.9206897662524572
2019_1181_1397,0.5937286661282255
2019_1181_1403,0.7095247745708738
2019_1181_1414,0.9141482362816316
2019_1181_1416,0.8977878039556149
2019_1181_1429,0.8778566761600528
2019_1181_1433,0.8914465535957408
2019_1181_1436,0.9471291868563922
2019_1181_1437,0.8029152010010191
2019_1181_1438,0.5235586761837726
2019_1181_1439,0.7690904794539022
2019_1181_1449,0.8183444467418236
2019_1181_1458,0.7465156469294227
2019_1181_1459,0.8699830698048064
2019_1181_1463,0.9679366782329286
2019_1192_1196,0.05556445959109599
2019_1192_1199,0.020098617880492494
2019_1192_1205,0.34394276937820245
2019_1192_1209,0.17729491740022207
2019_1192_1211,0.01771795385802517
2019_1192_1222,0.027401439658986254
2019_1192_1233,0.5286506490259885
2019_1192_1234,0.048263797301598035
2019_1192_1235,0.03755078563629889
2019_1192_1242,0.023112443978211925
2019_1192_1243,0.031696629126526384
2019_1192_1246,0.01815062936334261
2019_1192_1251,0.14913890997271356
2019_1192_1257,0.04237808513411547
2019_1192_1261,0.028855543268181582
2019_1192_1266,0.04072402752476968
2019_1192_1268,0.03988023256739379
2019_1192_1276,0.014596312503695974
2019_1192_1277,0.013561465866219593
2019_1192_1278,0.051148261516756076
2019_1192_1279,0.07015345818658522
2019_1192_1280,0.03848630416702249
2019_1192_1285,0.21154637539704468
2019_1192_1293,0.13849366111475767
2019_1192_1295,0.4105383638848299
2019_1192_1297,0.16694569314595956
2019_1192_1300,0.7077798339459989
2019_1192_1305,0.04060907470599754
2019_1192_1308,0.07767147292110162
2019_1192_1314,0.015101337296178687
2019_1192_1318,0.17080955403575393
2019_1192_1326,0.05913909809673165
2019_1192_1328,0.05574139009585409
2019_1192_1330,0.13884214173536208
2019_1192_1332,0.06342162731594188
2019_1192_1341,0.4681084577909615
2019_1192_1345,0.025608196833154684
2019_1192_1371,0.07354323957129481
2019_1192_1385,0.09472993915532016
2019_1192_1387,0.15425970748157494
2019_1192_1388,0.0848037998338187
2019_1192_1393,0.05492964914222304
2019_1192_1396,0.10252055012875289
2019_1192_1397,0.01417663873239495
2019_1192_1403,0.023471757206898185
2019_1192_1414,0.09484070001856525
2019_1192_1416,0.07955561944931872
2019_1192_1429,0.06605099650468352
2019_1192_1433,0.07476623258792277
2019_1192_1436,0.14986008260074082
2019_1192_1437,0.038543275695217344
2019_1192_1438,0.010697623756384424
2019_1192_1439,0.03173455111586441
2019_1192_1449,0.04244752499991714
2019_1192_1458,0.02816329000288601
2019_1192_1459,0.061775996811689174
2019_1192_1463,0.22902425448798425
2019_1196_1199,0.25768829259991954
2019_1196_1205,0.8987133555549731
2019_1196_1209,0.7848233057604138
2019_1196_1211,0.23388232268256626
2019_1196_1222,0.32287436711712025
2019_1196_1233,0.9499558835649626
2019_1196_1234,0.461868227737545
2019_1196_1235,0.39771270351085386
2019_1196_1242,0.2859332495812099
2019_1196_1243,0.35650803250816643
2019_1196_1246,0.23831307806956414
2019_1196_1251,0.7478939948904172
2019_1196_1257,0.4282390676798606
2019_1196_1261,0.3346137568601769
2019_1196_1266,0.4180999440234965
2019_1196_1268,0.41280177713643895
2019_1196_1276,0.20044745055588079
2019_1196_1277,0.188760193384591
2019_1196_1278,0.47708064108207576
2019_1196_1279,0.5608094627494928
2019_1196_1280,0.40385595878887404
2019_1196_1285,0.819528008264427
2019_1196_1293,0.7312403013619273
2019_1196_1295,0.9217988059192048
2019_1196_1297,0.7723013994334773
2019_1196_1300,0.9761866600146442
2019_1196_1305,0.4173832457216628
2019_1196_1308,0.587676621401137
2019_1196_1314,0.2060383037166246
2019_1196_1318,0.7771062153477201
2019_1196_1326,0.5154648858814382
2019_1196_1328,0.4997763017497018
2019_1196_1330,0.7318133128130194
2019_1196_1332,0.534035794586813
2019_1196_1341,0.9370881457320552
2019_1196_1345,0.30786520849409454
2019_1196_1371,0.5732903441093737
2019_1196_1385,0.639127467724076
2019_1196_1387,0.7553232017603718
2019_1196_1388,0.6106354793767886
2019_1196_1393,0.49589414628331685
2019_1196_1396,0.6590930979519225
2019_1196_1397,0.19574565738707295
2019_1196_1403,0.2891689891001638
2019_1196_1414,0.6394251527342402
2019_1196_1416,0.5939652678863263
2019_1196_1429,0.5448262215098221
2019_1196_1433,0.5776423030204454
2019_1196_1436,0.7489619119553463
2019_1196_1437,0.40422640884379885
2019_1196_1438,0.15470101686874804
2019_1196_1439,0.3567913704796685
2019_1196_1449,0.4286577528554478
2019_1196_1458,0.3290718108714319
2019_1196_1459,0.5270506825138815
2019_1196_1463,0.8340979550747715
2019_1199_1205,0.9621946740686262
2019_1199_1209,0.9127557217541136
2019_1199_1211,0.4668585481089134
2019_1199_1222,0.5776572939765601
2019_1199_1233,0.9819654689019324
2019_1199_1234,0.7111412784646066
2019_1199_1235,0.6544714195833683
2019_1199_1242,0.5345795037828918
2019_1199_1243,0.6137740863023828
2019_1199_1246,0.47297807538507514
2019_1199_1251,0.894840648666623
2019_1199_1257,0.6823771600555294
2019_1199_1261,0.5905806919116322
2019_1199_1266,0.6733066757113011
2019_1199_1268,0.6684897418403705
2019_1199_1276,0.41830317881135054
2019_1199_1277,0.4002726771211927
2019_1199_1278,0.7235251606581307
2019_1199_1279,0.7855327482991629
2019_1199_1280,0.6602331062620317
2019_1199_1285,0.9287013757883681
2019_1199_1293,0.8864198241441991
2019_1199_1295,0.9712738136573033
2019_1199_1297,0.9067945142977033
2019_1199_1300,0.9915672607245609
2019_1199_1305,0.6726582090230891
2019_1199_1308,0.8034702155047302
2019_1199_1314,0.42672741121454455
2019_1199_1318,0.9090953569680373
2019_1199_1326,0.7531784371324006
2019_1199_1328,0.7413241865361739
2019_1199_1330,0.886713240676515
2019_1199_1332,0.766760965651837
2019_1199_1341,0.977130140241032
2019_1199_1345,0.5606101192974751
2019_1199_1371,0.7939735692006739
2019_1199_1385,0.835529762618652
2019_1199_1387,0.8985270745102659
2019_1199_1388,0.8181318354534693
2019_1199_1393,0.7383351649216765
2019_1199_1396,0.8472266241032189
2019_1199_1397,0.4111188133900764
